"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"SYT17",1,1,4,26,5,3
"SYT2",7,3,3,0,0,1
"SYT3",121,88,125,64,44,56
"SYT4",1,11,0,4,4,1
"SYT5",6,17,1,5,1,10
"SYT6",0,0,0,0,0,0
"SYT7",4,5,2,1,0,0
"SYT8",62,190,111,9,12,9
"SYT9",8,13,4,4,0,0
"SYTL1",365,438,605,975,525,415
"SYTL2",42,18,15,41,6,29
"SYTL3",54,79,66,47,43,50
"SYTL4",264,381,398,577,733,613
"SYTL5",0,0,0,0,0,0
"SYVN1",905,1136,1090,871,599,469
"SZRD1",3376,2695,2985,2372,1577,1597
"SZT2",844,871,980,589,487,408
"SZT2-AS1",0,0,0,2,2,6
"Six3os1_1",0,0,0,0,0,0
"Six3os1_2",0,0,0,0,0,0
"Six3os1_3",0,0,0,0,0,0
"Six3os1_4",0,0,0,0,0,0
"Six3os1_5",0,0,0,0,0,0
"Six3os1_6",0,0,0,0,0,0
"Six3os1_7",0,0,0,0,0,0
"T",0,0,0,0,0,4
"TAAR1",0,0,0,0,0,0
"TAAR2",0,0,0,0,0,0
"TAAR3",0,0,0,0,0,0
"TAAR4P",0,0,0,0,0,0
"TAAR5",0,0,0,0,0,0
"TAAR6",0,0,0,0,0,0
"TAAR7P",0,0,0,0,0,0
"TAAR8",0,0,0,0,1,0
"TAAR9",0,0,0,0,0,0
"TAB1",586,698,641,750,427,440
"TAB2",1381,1485,1623,1655,813,1119
"TAB3",338,309,360,412,245,259
"TAB3-AS1",2,0,0,0,0,0
"TAB3-AS2",0,0,0,0,0,0
"TAB3P1",0,0,0,0,0,0
"TAC1",2487,31309,376,36,3,0
"TAC3",360,367,183,133,21,16
"TAC4",0,0,0,0,0,0
"TACC1",2167,2584,2133,1873,1217,1702
"TACC1P1",0,0,0,0,0,0
"TACC2",67,100,85,83,18,26
"TACC3",72,76,53,183,54,47
"TACO1",536,260,292,321,178,190
"TACR1",15,46,31,0,0,0
"TACR2",2,0,4,0,0,3
"TACR3",0,0,0,0,0,0
"TACSTD2",95,15,9,251,32,103
"TADA1",163,149,188,220,120,156
"TADA2A",160,236,175,242,143,188
"TADA2B",585,632,515,572,384,432
"TADA3",1665,2203,1960,1910,736,927
"TAF1",462,513,537,548,419,477
"TAF10",950,903,924,913,363,371
"TAF11",298,320,255,449,168,227
"TAF12",235,261,188,293,140,179
"TAF13",167,184,123,302,126,169
"TAF13P2",0,0,0,0,0,0
"TAF15",681,1116,690,1581,884,928
"TAF1A",19,31,34,75,26,64
"TAF1A-AS1",34,35,37,34,22,24
"TAF1B",73,146,162,157,158,195
"TAF1C",698,711,728,730,391,220
"TAF1D",499,463,493,732,333,407
"TAF1L",1,0,0,0,0,0
"TAF2",365,380,348,360,256,302
"TAF3",126,132,115,164,129,83
"TAF4",131,119,150,225,124,127
"TAF4B",39,42,39,43,31,31
"TAF5",33,34,29,86,28,41
"TAF5L",263,219,206,246,148,110
"TAF6",809,750,827,741,381,399
"TAF6L",319,396,379,489,238,203
"TAF7",1687,1686,1574,1735,1010,977
"TAF7L",119,50,43,33,25,18
"TAF8",321,394,327,506,296,266
"TAF9",371,389,383,457,175,256
"TAF9B",114,42,40,246,87,160
"TAF9BP1",0,0,0,0,0,0
"TAF9BP2",0,0,0,0,0,0
"TAF9P1",0,0,0,0,0,0
"TAF9P2",0,0,0,0,0,0
"TAF9P3",0,1,0,2,0,0
"TAGAP",6,8,11,58,16,27
"TAGLN",1469,781,444,1284,183,125
"TAGLN2",3616,3890,2786,5621,1334,2619
"TAGLN2P1",4,5,5,27,0,0
"TAGLN3",1,1,2,10,1,0
"TAL1",4,0,0,55,1,26
"TAL2",2,2,1,0,0,0
"TALDO1",997,980,946,1047,398,509
"TAMM41",149,146,113,161,68,95
"TANC1",1279,1227,1786,1336,1271,1053
"TANC2",177,121,106,90,60,62
"TANGO2",730,465,832,330,279,220
"TANGO6",146,206,164,191,128,178
"TANK",775,763,704,668,293,433
"TAOK1",994,1225,1202,1135,1031,1229
"TAOK2",1059,1281,1178,1208,982,772
"TAOK3",324,322,351,581,334,440
"TAP1",1670,1986,2265,1136,497,576
"TAP2",246,488,295,209,77,79
"TAPBP",2957,3663,4511,2789,1272,1440
"TAPBPL",562,719,744,642,294,350
"TAPT1",190,227,237,324,231,280
"TAPT1-AS1",4,10,7,13,9,18
"TARBP1",413,292,491,741,371,405
"TARBP2",307,292,305,292,151,135
"TARDBP",691,614,771,1218,474,737
"TARDBPP1",0,0,0,0,0,0
"TARDBPP2",0,0,0,0,2,0
"TARID",0,0,0,1,1,0
"TARM1",0,0,0,0,0,0
"TARS",950,1126,807,1589,990,1202
"TARS2",344,415,356,491,303,367
"TARS2P1",0,0,0,0,0,0
"TARSL2",297,295,300,324,168,234
"TAS1R1",50,68,61,45,13,21
"TAS1R2",0,0,0,0,0,0
"TAS1R3",1,4,5,6,1,2
"TAS2R1",0,0,0,0,0,0
"TAS2R10",0,0,2,8,2,5
"TAS2R12",0,1,0,0,0,0
"TAS2R13",0,0,0,0,0,0
"TAS2R14",1,7,3,12,1,9
"TAS2R15P",2,2,2,4,1,4
"TAS2R16",0,0,0,0,0,0
"TAS2R18",1,0,0,0,0,1
"TAS2R19",0,0,0,0,0,1
"TAS2R20",3,0,1,3,1,1
"TAS2R2P",0,0,0,0,0,0
"TAS2R3",0,0,1,0,1,1
"TAS2R30",0,0,0,0,0,0
"TAS2R31",0,0,1,0,1,0
"TAS2R38",0,0,0,0,0,0
"TAS2R39",0,0,0,0,0,0
"TAS2R4",1,4,5,3,6,4
"TAS2R40",0,0,0,0,0,0
"TAS2R41",0,0,0,0,0,0
"TAS2R42",0,0,0,0,0,0
"TAS2R43",0,0,0,0,0,0
"TAS2R46",0,0,0,0,0,0
"TAS2R5",2,4,7,8,5,4
"TAS2R50",0,0,0,0,0,0
"TAS2R60",0,0,0,0,0,0
"TAS2R62P",0,0,0,0,0,0
"TAS2R63P",0,0,0,0,0,0
"TAS2R64P",1,0,1,0,0,0
"TAS2R6P",1,1,2,0,0,2
"TAS2R7",0,0,0,0,0,0
"TAS2R8",0,0,0,0,0,0
"TAS2R9",0,0,0,0,0,0
"TASP1",124,127,103,170,74,70
"TAT",0,4,0,0,2,0
"TAT-AS1",4,13,4,1,4,2
"TATDN1",162,180,160,209,93,141
"TATDN1P1",0,0,0,0,0,0
"TATDN2",304,349,295,411,292,275
"TATDN2P1",0,0,0,0,0,0
"TATDN2P2",0,0,0,0,0,0
"TATDN2P3",0,0,0,0,0,0
"TATDN3",316,242,338,220,145,199
"TAX1BP1",2016,2198,2125,3112,1570,2363
"TAX1BP3",64,34,27,53,23,36
"TAZ",337,293,348,434,239,145
"TBATA",1,0,1,0,0,0
"TBC1D1",711,671,607,1094,503,753
"TBC1D10A",166,218,170,239,174,113
"TBC1D10B",857,886,771,777,465,452
"TBC1D10C",7,4,10,31,2,0
"TBC1D12",396,473,355,881,845,701
"TBC1D13",905,933,1043,1041,521,512
"TBC1D14",1261,1162,1216,1593,795,946
"TBC1D15",462,491,495,560,316,401
"TBC1D16",570,612,553,515,217,232
"TBC1D17",925,1056,938,1123,521,478
"TBC1D19",82,49,56,137,80,95
"TBC1D2",448,507,547,686,358,416
"TBC1D20",940,1134,1149,914,492,456
"TBC1D21",0,0,0,0,0,0
"TBC1D22A",570,483,522,770,375,405
"TBC1D22B",284,286,253,398,150,193
"TBC1D23",317,377,293,410,244,299
"TBC1D24",220,243,257,299,180,146
"TBC1D25",251,352,262,213,176,127
"TBC1D26",4,1,8,4,0,0
"TBC1D27",0,0,0,5,0,0
"TBC1D28",0,0,1,0,0,0
"TBC1D29",2,4,4,7,1,3
"TBC1D2B",949,925,944,1434,517,463
"TBC1D3",0,0,0,0,0,0
"TBC1D30",7,3,8,43,4,23
"TBC1D31",57,41,35,50,63,37
"TBC1D32",25,47,47,69,92,84
"TBC1D3B",33,69,23,21,28,19
"TBC1D3C",0,0,0,2,0,0
"TBC1D3D",0,0,0,0,0,0
"TBC1D3E",0,0,0,0,1,0
"TBC1D3F",0,0,0,0,0,0
"TBC1D3G",0,0,0,0,0,0
"TBC1D3H",0,0,0,0,0,0
"TBC1D3I",0,0,1,0,0,0
"TBC1D3J",0,0,0,0,0,0
"TBC1D3K",0,0,0,0,0,0
"TBC1D3L",0,0,0,0,0,0
"TBC1D3P1",0,1,0,0,0,0
"TBC1D3P1-DHX40P1",0,0,0,0,0,0
"TBC1D3P2",0,0,0,5,0,0
"TBC1D3P3",1,3,1,0,2,0
"TBC1D3P4",0,0,0,0,0,0
"TBC1D3P5",3,1,2,3,2,3
"TBC1D3P6",0,0,0,0,0,0
"TBC1D3P7",0,0,0,0,0,0
"TBC1D4",3201,3654,2574,1774,1766,1471
"TBC1D5",1520,1473,1920,2016,1366,1578
"TBC1D7",106,105,82,195,77,130
"TBC1D8",268,182,176,57,69,72
"TBC1D8B",110,159,139,166,147,124
"TBC1D9",1043,1456,1351,2012,2192,2770
"TBC1D9B",3749,4981,5417,3742,2757,2588
"TBCA",733,995,749,971,434,550
"TBCAP1",0,0,0,0,0,0
"TBCAP2",0,0,0,0,0,0
"TBCAP3",0,0,0,0,0,0
"TBCB",822,1047,896,1035,434,471
"TBCC",182,220,213,209,91,89
"TBCCD1",101,94,111,171,115,101
"TBCD",950,1000,1135,941,628,581
"TBCE",221,219,286,267,139,179
"TBCEL",377,441,332,517,267,376
"TBCK",113,259,179,624,257,413
"TBK1",373,451,419,441,243,319
"TBKBP1",312,421,312,326,142,104
"TBL1X",359,407,547,743,407,381
"TBL1XR1",1240,1208,1601,909,624,826
"TBL1XR1-AS1",0,0,0,0,0,0
"TBL1Y",0,0,0,0,0,0
"TBL1YP1",0,0,0,0,0,0
"TBL2",507,601,584,518,207,304
"TBL3",556,602,511,451,334,329
"TBP",212,190,179,244,138,88
"TBPL1",107,120,80,173,77,112
"TBPL2",7,11,10,7,3,2
"TBR1",1,0,0,0,0,0
"TBRG1",1049,1227,914,1146,676,856
"TBRG4",566,771,669,627,513,394
"TBX1",11,9,31,106,6,5
"TBX10",0,0,0,0,0,0
"TBX15",3,4,1,0,2,0
"TBX18",1,0,1,0,0,1
"TBX19",28,31,35,38,11,26
"TBX2",5848,5792,4944,3655,2945,2352
"TBX2-AS1",333,455,313,380,229,253
"TBX20",0,0,0,0,0,0
"TBX21",0,0,0,2,0,0
"TBX22",2,0,0,0,0,0
"TBX3",21,4,15,15,0,0
"TBX4",32,6,6,22,17,1
"TBX5",0,0,0,0,0,0
"TBX5-AS1",0,1,0,0,0,0
"TBX6",36,30,56,58,33,32
"TBXA2R",19,14,17,9,7,13
"TBXAS1",12,7,6,205,15,66
"TC2N",62,15,86,75,37,7
"TCAF1",1015,1172,1266,2522,958,1506
"TCAF1P1",15,13,16,9,9,10
"TCAF2",188,417,408,123,158,152
"TCAF2P1",8,6,13,1,3,6
"TCAIM",639,743,507,791,456,593
"TCAM1P",1,1,2,2,3,0
"TCAP",7,20,6,27,8,14
"TCEA1",844,819,808,1055,560,885
"TCEA1P1",0,0,0,0,0,0
"TCEA1P2",0,4,0,0,0,0
"TCEA1P3",0,0,0,0,0,0
"TCEA1P4",1,0,5,0,0,3
"TCEA2",1109,1041,988,985,502,444
"TCEA3",125,113,351,245,140,134
"TCEAL1",175,335,224,354,168,314
"TCEAL2",235,316,170,77,73,81
"TCEAL3",427,740,497,554,282,253
"TCEAL3-AS1",0,0,0,0,0,0
"TCEAL4",999,1582,1078,1760,998,1254
"TCEAL4P1",0,0,0,0,0,0
"TCEAL5",8,9,2,77,23,43
"TCEAL6",1,0,1,1,1,1
"TCEAL7",141,148,127,412,154,327
"TCEAL8",437,526,520,815,375,502
"TCEANC",38,36,36,68,70,45
"TCEANC2",208,214,271,208,168,187
"TCEB1",514,598,361,600,206,304
"TCEB1P10",0,0,0,0,0,0
"TCEB1P11",0,0,0,0,0,0
"TCEB1P12",0,0,0,0,0,0
"TCEB1P13",0,0,0,0,0,0
"TCEB1P14",0,0,0,0,0,0
"TCEB1P15",0,0,0,0,0,0
"TCEB1P16",0,0,0,0,0,0
"TCEB1P17",0,0,0,0,0,0
"TCEB1P18",0,0,0,0,0,0
"TCEB1P19",6,4,8,2,4,9
"TCEB1P2",0,0,0,0,0,0
"TCEB1P20",0,0,0,0,0,0
"TCEB1P21",0,0,0,0,0,0
"TCEB1P22",0,0,0,0,0,0
"TCEB1P23",0,0,0,0,0,0
"TCEB1P24",0,0,0,0,0,0
"TCEB1P26",0,0,0,0,0,0
"TCEB1P28",0,0,0,0,0,0
"TCEB1P29",0,0,0,0,0,0
"TCEB1P3",0,0,0,5,0,0
"TCEB1P30",0,0,0,0,0,0
"TCEB1P31",0,0,0,0,0,0
"TCEB1P32",0,0,0,0,0,0
"TCEB1P33",0,0,0,0,0,0
"TCEB1P34",0,0,0,0,0,0
"TCEB1P35",0,0,0,0,0,0
"TCEB1P4",0,0,0,0,0,0
"TCEB1P5",0,0,0,0,0,0
"TCEB1P6",0,0,0,0,0,0
"TCEB1P7",0,0,0,0,0,0
"TCEB1P8",0,0,0,0,0,0
"TCEB1P9",0,0,0,0,0,0
"TCEB2",3055,2442,2618,2457,1440,1442
"TCEB2P1",0,1,1,0,0,0
"TCEB2P2",1,1,1,0,0,0
"TCEB2P3",0,0,0,0,0,0
"TCEB2P4",0,0,0,0,0,0
"TCEB3",877,957,966,998,621,572
"TCEB3-AS1",34,54,45,54,41,54
"TCEB3B",0,0,0,0,0,0
"TCEB3C",0,0,0,0,0,0
"TCEB3CL",0,0,0,0,0,0
"TCEB3CL2",0,0,0,0,0,0
"TCERG1",432,493,429,503,294,292
"TCERG1L",0,0,2,0,0,0
"TCERG1L-AS1",23,6,23,14,1,2
"TCF12",1879,1937,1788,1442,1577,1469
"TCF15",0,2,0,0,0,0
"TCF19",134,135,194,116,57,92
"TCF20",619,939,669,850,515,619
"TCF21",0,0,0,0,0,0
"TCF23",4,0,2,0,0,0
"TCF24",2,0,1,0,0,0
"TCF25",1584,1757,1547,1605,882,875
"TCF3",1076,1491,1345,1043,532,468
"TCF3P1",0,0,0,0,0,0
"TCF4",5683,7792,6400,6455,3939,4875
"TCF4-AS1",5,4,5,8,0,4
"TCF4-AS2",0,0,1,0,0,0
"TCF7",130,36,100,104,60,64
"TCF7L1",491,442,444,761,465,316
"TCF7L1-IT1",0,0,0,0,0,0
"TCF7L2",407,487,482,650,530,411
"TCFL5",180,189,198,196,142,111
"TCHH",0,0,3,9,0,0
"TCHHL1",0,0,0,0,0,0
"TCHP",337,303,308,510,353,371
"TCIRG1",599,564,781,862,469,336
"TCL1A",0,0,0,0,0,0
"TCL1B",0,0,0,0,0,0
"TCL6",2,2,2,0,3,2
"TCL6_2",0,0,0,0,0,0
"TCL6_3",0,0,0,0,0,0
"TCN1",0,0,0,8,0,0
"TCN2",348,473,658,243,144,159
"TCOF1",371,380,447,512,390,321
"TCP1",2172,2377,1961,2228,1185,1476
"TCP10",0,0,0,0,0,0
"TCP10L",1,12,2,13,3,3
"TCP10L2",1,0,1,0,2,0
"TCP11",32,16,27,4,1,7
"TCP11L1",130,103,165,158,113,88
"TCP11L2",153,258,227,258,178,230
"TCP11X1",0,0,0,0,0,0
"TCP11X2",0,0,0,0,0,0
"TCP11X3P",0,0,0,0,0,0
"TCP1P1",1,0,1,0,0,0
"TCTA",815,1124,833,1114,658,652
"TCTE1",29,31,13,9,8,7
"TCTE3",19,26,16,13,7,16
"TCTEX1D1",3,2,2,5,0,0
"TCTEX1D2",30,24,20,75,12,37
"TCTEX1D4",20,21,18,4,3,3
"TCTN1",639,675,720,907,418,480
"TCTN2",237,287,261,232,363,148
"TCTN3",1328,1436,2134,1825,1086,1060
"TDG",182,219,151,217,177,156
"TDGF1",0,0,0,0,1,0
"TDGF1P1",0,0,0,0,0,0
"TDGF1P2",0,0,0,0,0,0
"TDGF1P3",0,1,0,0,0,0
"TDGF1P4",0,0,0,0,0,0
"TDGF1P5",0,0,0,0,0,0
"TDGF1P6",0,0,0,0,2,0
"TDGF1P7",3,1,0,0,1,1
"TDGP1",0,0,0,0,0,0
"TDH",1,10,5,2,4,7
"TDO2",0,0,0,0,0,0
"TDP1",278,298,303,271,138,116
"TDP2",468,459,347,522,257,311
"TDRD1",36,19,48,15,41,49
"TDRD10",0,1,3,5,1,0
"TDRD12",2,1,2,6,3,0
"TDRD15",0,0,0,0,0,0
"TDRD3",139,172,143,366,315,204
"TDRD5",29,39,73,92,99,54
"TDRD6",26,25,31,41,13,16
"TDRD7",208,190,270,392,199,287
"TDRD9",46,62,47,81,27,35
"TDRG1",0,0,0,0,0,0
"TDRKH",176,138,210,122,75,96
"TDRP",303,331,255,465,278,382
"TEAD1",1928,2206,2381,3161,2141,2509
"TEAD2",863,1148,630,683,212,239
"TEAD3",585,753,474,427,201,204
"TEAD4",364,380,370,321,183,212
"TEC",47,53,45,67,17,42
"TECPR1",492,468,567,388,285,235
"TECPR2",690,659,685,474,403,370
"TECR",920,1135,1249,1938,1059,926
"TECRL",0,0,0,0,0,0
"TECRP1",0,0,0,0,0,0
"TECRP2",0,0,0,0,0,0
"TECTA",50,39,75,35,31,35
"TECTB",0,0,0,0,0,0
"TEDDM1",0,0,0,0,0,0
"TEDDM2P",0,0,0,0,0,0
"TEF",1266,1642,1384,2275,1666,1380
"TEFM",63,86,73,82,79,77
"TEK",2,0,0,61,0,29
"TEKT1",2,1,1,0,0,0
"TEKT2",45,120,104,46,30,20
"TEKT3",3,5,9,7,1,2
"TEKT4",2,6,5,1,10,0
"TEKT4P2",13,12,26,30,8,7
"TEKT5",0,0,2,0,0,1
"TELO2",652,739,617,644,413,363
"TEN1",0,0,0,0,0,0
"TEN1-CDK3",16,5,12,22,7,2
"TENM1",21,59,52,13,20,33
"TENM2",155,43,744,1476,1365,1695
"TENM3",323,400,443,1066,308,423
"TENM4",2117,1374,2552,2596,1343,1880
"TEP1",475,528,492,533,370,338
"TEPP",0,1,0,5,0,1
"TERC",0,0,0,0,0,0
"TERF1",226,266,215,387,239,322
"TERF1P1",0,0,0,0,0,0
"TERF1P2",0,0,0,0,0,0
"TERF1P3",0,0,0,0,0,0
"TERF1P4",0,0,0,0,0,0
"TERF1P5",0,0,0,0,0,0
"TERF2",496,488,448,569,232,321
"TERF2IP",1200,1743,1180,1690,805,932
"TERT",0,0,0,0,0,0
"TES",5010,4983,5396,7449,4537,5112
"TESC",2,0,0,0,0,0
"TESC-AS1",0,0,0,0,0,0
"TESK1",757,840,660,875,502,446
"TESK2",191,308,181,114,88,85
"TESPA1",4,4,2,1,1,0
"TET1",7,21,16,22,21,24
"TET1P1",0,0,0,0,0,0
"TET2",152,232,178,275,149,147
"TET2-AS1",0,0,1,0,0,0
"TET3",127,159,112,171,122,101
"TEX10",243,215,205,263,129,162
"TEX101",0,1,0,0,0,0
"TEX11",0,0,0,0,0,0
"TEX12",0,0,1,0,1,0
"TEX13A",0,0,0,0,0,0
"TEX13B",0,0,0,0,0,0
"TEX14",16,13,14,3,6,13
"TEX15",0,0,2,29,9,33
"TEX19",0,0,1,0,0,0
"TEX2",3378,3618,5734,1125,1341,879
"TEX21P",2,0,3,5,1,4
"TEX22",38,24,38,7,8,5
"TEX26",0,0,0,0,0,0
"TEX26-AS1",0,0,0,0,0,0
"TEX261",1844,2262,1871,1943,984,1038
"TEX264",1086,1137,1155,1258,813,617
"TEX28",0,0,0,0,0,0
"TEX28P1",0,0,0,0,0,0
"TEX28P2",0,0,0,0,0,0
"TEX29",19,18,18,3,0,0
"TEX30",142,69,98,104,49,94
"TEX33",0,0,0,0,0,0
"TEX35",0,0,0,0,0,0
"TEX36",0,0,0,0,0,0
"TEX36-AS1",0,0,0,0,0,0
"TEX37",0,0,0,0,0,0
"TEX38",8,3,7,1,1,0
"TEX40",0,0,0,0,0,0
"TEX41",0,1,1,0,0,0
"TEX43",0,0,0,0,0,0
"TEX9",57,58,70,45,44,57
"TF",4,9,8,5,5,11
"TFAM",353,358,352,606,420,456
"TFAMP1",0,0,0,0,0,0
"TFAMP2",0,0,0,0,0,0
"TFAP2A",6,5,2,20,5,1
"TFAP2A-AS1",0,2,0,3,0,0
"TFAP2B",3937,4899,4762,5825,5522,4696
"TFAP2C",5,5,1,7,2,1
"TFAP2D",0,0,0,0,0,0
"TFAP2E",18,11,8,10,20,7
"TFAP4",88,101,83,126,52,71
"TFB1M",101,103,116,139,80,70
"TFB2M",184,230,164,297,165,198
"TFCP2",289,279,324,591,258,299
"TFCP2L1",20,16,6,41,7,4
"TFDP1",1334,1753,1481,2480,1503,1984
"TFDP2",736,625,645,594,460,497
"TFDP3",0,0,0,1,0,0
"TFE3",1911,2286,1971,1678,1190,1027
"TFEB",370,375,305,506,300,224
"TFEC",6,7,5,62,8,21
"TFF1",0,0,0,0,0,0
"TFF2",0,0,0,0,0,0
"TFF3",52,31,49,28,17,16
"TFG",1280,1331,1195,1362,740,767
"TFIP11",521,611,568,656,320,329
"TFP1",0,1,4,0,0,0
"TFPI",18,3,11,26,4,6
"TFPI2",801,68,261,313,17,219
"TFPT",230,345,298,369,131,186
"TFR2",16,62,38,4,4,4
"TFRC",3060,937,484,2516,1547,2001
"TG",11,8,12,49,17,19
"TGDS",90,110,85,147,65,96
"TGFA",54,85,53,61,82,98
"TGFA-IT1",0,0,0,0,0,0
"TGFB1",4070,3100,3386,2190,1424,647
"TGFB1I1",255,289,299,333,59,133
"TGFB2",361,483,484,1729,875,960
"TGFB2-AS1",1,2,0,2,1,0
"TGFB2-OT1",0,0,0,0,0,0
"TGFB3",1183,3830,2359,2006,689,1043
"TGFBI",48955,51670,100430,15975,13020,8164
"TGFBR1",658,657,470,2099,581,1020
"TGFBR2",6070,8363,3969,2999,1625,1670
"TGFBR3",14121,19276,15347,7956,6575,7385
"TGFBR3L",18,27,29,4,3,0
"TGFBRAP1",1584,1448,1732,1380,1053,1050
"TGIF1",388,445,423,480,134,196
"TGIF1P1",0,0,0,0,0,0
"TGIF2",332,363,413,541,286,294
"TGIF2-C20orf24",0,0,0,0,0,0
"TGIF2LX",0,0,0,0,0,0
"TGIF2LY",0,0,0,0,0,0
"TGIF2P1",0,0,0,0,2,0
"TGM1",39,73,74,207,77,157
"TGM2",920,1396,445,959,30,31
"TGM3",0,0,0,0,0,0
"TGM4",0,2,2,4,5,6
"TGM5",4,1,1,6,5,13
"TGM6",0,0,0,0,0,0
"TGM7",0,0,0,0,0,0
"TGOLN2",3673,3419,4682,3567,1784,2398
"TGS1",236,259,231,298,188,207
"TH",0,2,0,0,0,0
"TH2LCRR",0,1,0,0,0,0
"THA1P",2,4,2,0,0,0
"THADA",356,346,329,621,347,458
"THAP1",45,82,66,139,84,115
"THAP10",48,52,54,133,43,42
"THAP11",535,460,464,498,228,268
"THAP2",46,66,55,129,49,107
"THAP3",198,217,199,291,144,112
"THAP4",1083,1004,916,930,647,512
"THAP5",284,450,297,495,282,422
"THAP5P1",0,0,0,0,1,0
"THAP6",131,151,165,228,132,167
"THAP7",659,665,687,601,398,320
"THAP7-AS1",130,120,119,35,37,29
"THAP8",33,82,93,90,48,42
"THAP9",48,48,49,63,38,74
"THAP9-AS1",329,310,356,457,216,345
"THBD",1592,3941,3004,11485,5842,6673
"THBS1",74541,105022,66715,22744,21147,14370
"THBS2",158,86,230,713,378,345
"THBS3",546,515,759,526,331,261
"THBS4",1992,1799,382,1164,3283,2444
"THCAT158",0,0,3,2,0,0
"THEG",0,0,0,0,0,0
"THEGL",0,0,0,0,0,1
"THEM4",589,566,564,544,359,360
"THEM5",1,1,0,4,0,0
"THEM6",468,514,613,696,405,337
"THEM7P",0,0,0,0,0,0
"THEMIS",0,0,0,4,1,2
"THEMIS2",7,1,3,203,6,23
"THEMIS3P",0,0,0,0,0,0
"THG1L",117,148,121,173,90,98
"THNSL1",48,86,113,184,124,116
"THNSL2",1056,765,1338,714,367,100
"THOC1",176,170,184,367,197,228
"THOC2",438,571,517,836,708,720
"THOC3",58,41,43,21,27,16
"THOC5",455,407,483,423,201,210
"THOC6",211,294,229,329,139,143
"THOC7",393,480,420,436,255,326
"THOC7-AS1",0,0,0,0,0,0
"THOP1",566,644,532,384,269,210
"THPO",1,0,1,0,1,0
"THRA",993,1178,1207,1013,775,697
"THRA1/BTR",0,0,0,5,0,1
"THRAP3",1560,1801,2049,1909,1119,1290
"THRAP3P1",0,0,0,0,0,1
"THRB",195,280,168,163,120,148
"THRB-AS1",10,13,17,7,12,11
"THRB-IT1",0,0,0,0,0,0
"THRIL",2,0,1,0,0,0
"THRSP",1,0,1,0,1,0
"THSD1",25,21,15,68,26,15
"THSD4",110,162,81,279,81,264
"THSD4-AS1",0,0,0,5,0,0
"THSD7A",5,6,17,9,1,5
"THSD7B",0,0,0,9,1,3
"THTPA",112,162,111,150,79,81
"THUMPD1",450,446,403,721,435,479
"THUMPD1P1",0,0,0,0,0,0
"THUMPD2",143,131,109,143,68,76
"THUMPD3",555,667,700,659,405,510
"THUMPD3-AS1",98,128,128,115,90,71
"THUMPD3P1",0,0,0,0,1,0
"THY1",3,0,5,332,13,51
"THYN1",743,757,746,862,307,368
"TIA1",460,506,513,893,379,501
"TIAF1",14,30,21,27,14,17
"TIAL1",848,885,836,1365,697,773
"TIAM1",20,19,22,87,9,9
"TIAM2",473,469,755,476,382,489
"TICAM1",240,253,246,197,105,73
"TICAM2",4,4,5,9,7,2
"TICRR",0,1,1,1,0,0
"TIE1",20,1,12,10,2,0
"TIFA",598,549,480,298,138,260
"TIFAB",1,1,0,4,2,3
"TIGAR",169,160,133,277,123,153
"TIGD1",106,172,131,144,77,73
"TIGD2",183,159,165,142,85,86
"TIGD3",33,49,51,34,19,25
"TIGD4",13,25,11,22,17,10
"TIGD5",251,315,243,256,244,212
"TIGD6",172,226,169,171,107,115
"TIGD7",160,117,180,151,87,83
"TIGIT",0,0,0,2,2,1
"TIMD4",0,0,0,32,0,2
"TIMELESS",323,528,336,441,209,276
"TIMM10",543,628,463,409,269,303
"TIMM10B",961,951,769,1231,796,908
"TIMM13",1031,935,830,881,637,593
"TIMM17A",1028,1005,729,1024,637,809
"TIMM17B",575,579,490,466,228,210
"TIMM17BP1",0,0,0,0,0,0
"TIMM21",324,365,328,427,321,411
"TIMM22",193,167,154,217,129,101
"TIMM23",751,722,582,690,373,513
"TIMM23B",214,199,179,196,124,137
"TIMM44",474,526,418,421,372,207
"TIMM50",638,709,645,607,394,391
"TIMM8A",91,75,75,75,64,68
"TIMM8AP1",0,0,0,0,0,0
"TIMM8B",409,532,389,438,266,309
"TIMM8BP1",0,0,0,0,0,0
"TIMM8BP2",0,0,0,0,0,0
"TIMM9",237,325,271,265,119,142
"TIMM9P1",0,0,0,0,0,0
"TIMM9P2",0,0,0,0,0,0
"TIMM9P3",0,0,0,0,0,0
"TIMMDC1",829,948,916,957,516,643
"TIMP1",35114,44808,21866,5820,909,1306
"TIMP2",14609,11131,19476,19887,10514,12646
"TIMP3",8833,8095,10738,28763,11972,13914
"TIMP4",30,92,70,27,13,6
"TINAG",0,0,0,0,0,0
"TINAGL1",11,20,3,509,70,45
"TINCR",34,105,161,1,0,0
"TINF2",761,715,775,680,322,361
"TIPARP",2148,2552,1726,1075,688,913
"TIPARP-AS1",10,16,12,4,3,7
"TIPIN",79,62,64,53,43,44
"TIPRL",319,455,342,755,414,458
"TIRAP",100,141,117,86,62,84
"TISP43",2,0,0,0,1,0
"TJAP1",459,474,454,585,338,230
"TJP1",1776,3825,3082,3316,3295,3411
"TJP2",985,975,1095,1405,1124,1356
"TJP3",179,189,267,124,115,106
"TK1",41,14,7,16,6,3
"TK2",1164,895,1091,1249,700,607
"TKFC",731,678,796,687,421,424
"TKT",4397,5674,5348,6068,4063,3174
