	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
30424	PRICKLE4	237.6759916529	180.4320932479	294.919890058	1.6345201386	0.7088671523	0.0244111941	0.22891355
19222	IFT88	212.2345978851	157.6478339149	266.8213618553	1.6925152425	0.7591688266	0.0244317681	0.2290281206
52541	SMPX	35.2904851494	10.8670249103	59.7139453885	5.4949671949	2.4581108683	0.0244390478	0.2290281206
31772	RIC3	336.6138209178	258.9151855506	414.312456285	1.6001860046	0.6782396128	0.0244580444	0.2291328461
55088	TMEM37	12.6347301743	3.0500614528	22.2193988958	7.2849020387	2.8649095723	0.024492338	0.229380768
57150	VPS25	715.4069817992	891.3221448344	539.4918187641	0.6052714183	-0.7243458682	0.0245491747	0.2298395884
31293	RARRES1	2503.5399333314	4647.6728394001	359.4070272627	0.077330535	-3.6928179953	0.0245998639	0.2302405794
51115	SAMD13	5.1487603984	1.1787916869	9.1187291098	7.7356578021	2.9515239765	0.0246303535	0.2304523172
6050	ALOX5AP	56.1420600054	3.6048445617	108.6792754491	30.1481169545	4.9139959894	0.0246559964	0.2306185875
55194	TMPRSS2	25.8227324244	41.7763777744	9.8690870744	0.2362360645	-2.0816988672	0.0246932529	0.2308933432
58058	ZMYM6	120.8713275075	89.2292957947	152.5133592203	1.7092296634	0.7733462601	0.024746281	0.2313068597
27405	NRG1	1636.1184446484	1210.0099863936	2062.2269029031	1.7043056885	0.7691841241	0.0247532687	0.2313068597
9376	CD3EAP	141.26438054	99.8285316241	182.7002294559	1.8301404066	0.8719543349	0.0247917093	0.2315921949
4924	AGO3	359.3433709574	270.5102344586	448.1765074561	1.6567820746	0.7283838497	0.0248638104	0.2321916881
25502	MMP25-AS1	60.2305639729	78.8786305345	41.5824974113	0.5271706307	-0.9236580964	0.0248882771	0.2323461048
31248	RANBP2	1356.9087188967	1042.0456658095	1671.7717719838	1.6043171877	0.6819594035	0.0249259606	0.2326237701
40322	RP11-326C3.11	31.5932440224	43.0657511567	20.1207368882	0.4672097049	-1.0978578527	0.0249439001	0.2327170551
10345	CLSPN	10.0322716158	3.9545060468	16.1100371847	4.0738431031	2.0263904185	0.0249569176	0.2327643743
21107	KXD1	1127.2235950486	1393.4019789305	861.0452111667	0.6179445876	-0.6944506206	0.0249801022	0.2329064594
29722	PLCB1	16.6152934272	2.3541609282	30.8764259261	13.1156819213	3.7132209142	0.0249969903	0.2329897644
8562	C5orf24	711.0354140207	486.9675515834	935.103276458	1.9202578764	0.9413000672	0.0250073241	0.2330119461
10896	CSF1R	382.4048151346	46.3324196025	718.4772106668	15.5070081993	3.9548484658	0.025019481	0.2330510953
23067	MAMDC2	321.1022497379	127.3730867468	514.8314127289	4.0419167493	2.0150396071	0.0250357553	0.2331285605
51911	SLC10A7	33.770845966	21.2546722088	46.2870197233	2.1777338775	1.1228276652	0.0250975043	0.2336292941
23003	MAG	18.6214682007	35.6099551425	1.6329812589	0.0458574366	-4.4467004795	0.0251363042	0.233833034
26082	MTMR4	1086.3343808435	1309.7626269044	862.9061347826	0.658826353	-0.602029831	0.0251428746	0.233833034
13732	DDX12P	8.0646226924	13.5255789737	2.6036664112	0.1924994424	-2.3770738277	0.025143337	0.233833034
55344	TOMM7	2545.0182864843	3121.3194926637	1968.717080305	0.6307323185	-0.6649002367	0.0251614391	0.2338875155
52609	SNHG7	435.6650765462	531.0381733867	340.2919797056	0.6408051187	-0.6420424231	0.0251653556	0.2338875155
15137	EPHA4	378.3958629913	230.0885557374	526.7031702451	2.2891324106	1.1948009153	0.0251731468	0.2338875155
10561	COL8A2	40888.7977720378	31778.6372320889	49998.9583119867	1.5733512405	0.6538407791	0.0251895168	0.233928899
4424	ACOT2	198.2716904534	245.0193539519	151.524026955	0.6184165639	-0.6933491335	0.0251995003	0.233928899
20052	ITIH5	461.8249869252	73.418375764	850.2315980863	11.5806375344	3.5336427733	0.0252015568	0.233928899
29181	PDE6A	15.6651282507	6.2793769009	25.0508796006	3.9893893926	1.9961679475	0.0252615141	0.2343743437
55251	TNFRSF1B	77.4078451063	16.8138525541	138.0018376585	8.2076274438	3.0369652464	0.0252673169	0.2343743437
53708	ST6GALNAC6	1226.6746983715	1489.8084904902	963.5409062527	0.6467548765	-0.6287090681	0.0252761011	0.2343743437
10792	CREB1	372.7596083723	281.3113805288	464.2078362158	1.6501566177	0.7226029583	0.0252815472	0.2343743437
33436	RNF20	828.8485708015	640.4468701441	1017.2502714588	1.5883445121	0.6675238671	0.0252946715	0.234385264
20311	KCNE4	145.695317586	216.260026773	75.1306083991	0.3474086706	-1.5252943338	0.0252987269	0.234385264
58278	ZNF41	190.2138717886	138.2123182309	242.2154253462	1.7524879725	0.8094045429	0.0253221755	0.2345283371
13240	CTNND1	3178.3361100739	2492.7252598421	3863.9469603057	1.5500893831	0.6323514083	0.0254126208	0.2352916332
17584	GRIN2D	95.6495497256	124.3433418804	66.9557575709	0.5384748114	-0.8930492344	0.0254389597	0.2354610823
26472	MYO6	1060.7168094472	1278.2974393354	843.1361795591	0.6595774611	-0.6003859947	0.0254779854	0.2356896416
51879	SKAP1	62.2480955437	42.74584181	81.7503492774	1.9124748938	0.9354408088	0.0254797438	0.2356896416
10756	CPT1C	522.8795330424	640.4417676019	405.317298483	0.6328714319	-0.6600156497	0.025562012	0.2363759915
14190	DNAJC6	3389.5621552627	2280.2702355351	4498.8540749904	1.9729477695	0.9803527636	0.0255877444	0.2365392778
31511	RC3H1	279.4585779439	210.2703874331	348.6467684547	1.6580878207	0.7295204213	0.0255975259	0.2365550538
29328	PFKP	6664.3940582631	4797.4322619219	8531.3558546042	1.7783171057	0.8305126054	0.025608657	0.2365832882
11722	CTC-471C19.1	4.6511315999	8.7906335206	0.5116296792	0.0582016846	-4.1027952796	0.0256436378	0.2368317684
58265	ZNF385D	254.2727711498	108.6945912308	399.8509510688	3.6786646561	1.8791821675	0.0256563475	0.2368744721
55002	TMEM2	4313.2302203615	5157.036347793	3469.4240929299	0.6727554081	-0.5718460115	0.0256717756	0.2369422388
6526	AP001055.6	2.3976153882	0	4.7952307764	Inf	Inf	0.025681484	0.2369571888
31187	RAD21	1535.7922204363	1218.8507697562	1852.7336711163	1.5200660467	0.60413401	0.025692357	0.2369828711
51419	SECTM1	189.0026097602	355.8615330791	22.1436864414	0.0622255692	-4.0063486684	0.0257568778	0.2374307394
36374	RP11-10B2.1	2.5561073868	0	5.1122147736	Inf	Inf	0.025757122	0.2374307394
18130	HES4	16.0949359423	4.7870586942	27.4028131904	5.7243528732	2.5171126086	0.0258144079	0.2377533022
18777	HOXB2	9.8356805354	4.0233535318	15.648007539	3.8892946929	1.9595085523	0.0258157857	0.2377533022
29753	PLD4	63.8850972227	37.2976878301	90.4725066153	2.425686735	1.2783932458	0.025816462	0.2377533022
54278	TBC1D30	13.989597925	5.4338904392	22.5453054108	4.1490172949	2.052769671	0.0258529771	0.2380147594
11335	CTB-43E15.1	6.4469762529	1.7697097611	11.1242427446	6.2859136504	2.652122454	0.0259218356	0.2385447312
7561	BAG2	81.5803105813	48.8979938765	114.2626272861	2.3367549101	1.2245064254	0.0259268279	0.2385447312
15940	FAT1	7116.9589636486	5611.1139659844	8622.8039613128	1.5367365578	0.6198698655	0.0259630241	0.2387892507
58423	ZNF584	255.2745807806	313.4394245974	197.1097369638	0.6288607032	-0.6691876089	0.0259697065	0.2387892507
30479	PRKX	84.4773326313	61.7484938783	107.2061713843	1.7361746765	0.7959121046	0.0259952119	0.2388938385
13862	DENND1C	12.1439244722	4.2387424924	20.0491064519	4.729965665	2.241829711	0.0259973906	0.2388938385
8322	C19orf70	726.6851264917	884.8655072889	568.5047456946	0.6424758802	-0.6382858011	0.0260305402	0.2391234474
14265	DOK3	42.027500902	17.2469189687	66.8080828354	3.8736242083	1.9536840006	0.0260425886	0.2391591327
22667	LPAR5	23.4208718336	3.3080522859	43.5336913813	13.1599163555	3.7180784142	0.0260601541	0.2392454445
23654	MIR103A2	2.3791538563	0	4.7583077126	Inf	Inf	0.0260770623	0.2393256701
7553	BACH1	462.5869274633	701.3897399621	223.7841149646	0.319058153	-1.6481086947	0.0260907691	0.23936594
26351	MVB12A	395.8237814309	483.503475306	308.1440875558	0.6373151452	-0.6499211495	0.0260977918	0.23936594
17770	GTF2A2	518.9993987825	405.1601636678	632.8386338971	1.5619468315	0.6433453451	0.0261351885	0.2396014599
54908	TMEM125	62.4895874052	43.2989172085	81.680257602	1.8864272566	0.9156564688	0.0261445986	0.2396014599
55955	TRNT1	236.6256362331	174.06095459	299.1903178762	1.7188824374	0.7814708753	0.0261480071	0.2396014599
48683	RP4-561L24.3	53.3772084868	34.2134019214	72.5410150522	2.1202514506	1.0842353709	0.0261564115	0.2396035254
23620	MIF	1328.468756314	1621.6123318688	1035.3251807592	0.6384541856	-0.6473449965	0.0262060604	0.2399832887
8759	CACNB1	210.0220505399	259.1878455222	160.8562555577	0.6206165078	-0.6882260232	0.0262611641	0.2404118162
27136	NME9	104.7627807503	135.4903131286	74.035248372	0.5464246606	-0.8719054996	0.0262692686	0.2404118162
35388	ROGDI	192.2540852826	146.0669920811	238.4411784841	1.6324097257	0.7070032112	0.0262933529	0.2404483577
25898	MT-TM	9.9296942645	3.6116894529	16.2476990762	4.4986423357	2.1694896701	0.0263055323	0.2404483577
30152	PPID	200.0121256523	149.3048877446	250.71936356	1.6792441785	0.7478120274	0.0263168272	0.2404483577
22569	LLGL1	833.5060360556	1026.5623342793	640.449737832	0.6238780797	-0.6806639744	0.0263191063	0.2404483577
26979	NFKBIL1	369.4003498227	458.8589130456	279.9417865998	0.6100824864	-0.7129237789	0.0263191623	0.2404483577
56519	UBE2QL1	142.1050455523	228.745573705	55.4645173997	0.2424725275	-2.0441067981	0.0263225084	0.2404483577
25665	MRPL19	454.2166359953	345.9635336921	562.4697382984	1.625806432	0.7011555008	0.0263310386	0.2404513017
29593	PILRB	129.2823311777	63.1500367088	195.4146256466	3.0944499137	1.6296829709	0.0263420769	0.2404771399
22947	LYRM1	142.9447666242	106.8498333676	179.0396998808	1.6756198324	0.744694865	0.0263640035	0.2406023312
55441	TPRA1	582.5013906046	708.3446892296	456.6580919796	0.6446834414	-0.6333371662	0.0264032627	0.2408529436
15582	FAM179B	308.0398638987	226.4901933712	389.5895344263	1.7201165694	0.7825063373	0.0264079077	0.2408529436
56545	UBE2W	306.1942320893	231.2376035496	381.150860629	1.6483082975	0.7209861076	0.0264244915	0.2409291874
16515	FRMPD1	802.6102268478	218.1672010915	1387.0532526041	6.3577533454	2.668517047	0.026453585	0.2411194064
42229	RP11-428J1.4	178.4916751702	221.1871253971	135.7962249434	0.613942718	-0.7038240393	0.0264814918	0.2412986944
56980	VAT1	1336.2933006543	1682.2129293846	990.3736719241	0.5887326477	-0.7643154615	0.0264920233	0.2413195966
56250	TUBB2B	15.8689900836	2.9975702276	28.7404099396	9.5879021198	3.261215181	0.0265125965	0.2414319288
37344	RP11-148B18.1	2.8883535166	5.7767070331	0	0	-Inf	0.0265390184	0.2415406285
16187	FGG	25.6723603663	51.3447207326	0	0	-Inf	0.0265410235	0.2415406285
30970	PUSL1	186.7796906275	233.6879639138	139.8714173412	0.5985392444	-0.7404822515	0.0265536757	0.2415807235
6752	APBA3	229.4475183251	287.8552357589	171.0398008913	0.5941868677	-0.7510113748	0.0265736436	0.2416873301
31233	RALGAPB	1334.4170116633	936.5739919115	1732.260031415	1.8495709323	0.8871906299	0.0266019549	0.2417995297
9131	CCDC39	11.5394287773	18.0348681294	5.0439894252	0.2796798618	-1.8381517181	0.0266024879	0.2417995297
21923	LINC00908	70.0849562383	50.435293554	89.7346189226	1.7792028677	0.8312310185	0.0266676361	0.2423165012
53407	SPI1	86.1011194032	15.5791471964	156.62309161	10.0533803061	3.3296087635	0.0266934593	0.242475935
16291	FLOT1	899.4799283151	1134.6844275623	664.275429068	0.5854274659	-0.772437662	0.0267147533	0.2425574821
30802	PTAR1	949.0054369777	597.2092766169	1300.8015973384	2.1781336096	1.1230924536	0.0267189962	0.2425574821
20511	KIAA1033	421.4274905197	323.2858322369	519.5691488025	1.6071510007	0.6845054846	0.0268350597	0.2435356491
9397	CD7	4.5543272795	8.5970248797	0.5116296792	0.0595124111	-4.0706656203	0.0269171626	0.2441338707
31247	RANBP17	29.6837993443	41.5663852599	17.8012134287	0.4282598383	-1.2234417057	0.0269205281	0.2441338707
18967	HSPB11	323.4152766276	251.8734884413	394.957064814	1.5680771615	0.6489965529	0.0269259784	0.2441338707
30939	PTPRU	4193.2308558861	5172.188183666	3214.2735281062	0.6214533219	-0.6862820621	0.0269450872	0.2442315376
26511	N4BP2L1	279.6801232958	212.3598948469	347.0003517447	1.6340201713	0.708425793	0.026994548	0.2446041708
16242	FKBP8	3379.4139172248	4148.5097149466	2610.3181195029	0.6292182733	-0.6683675259	0.0270047229	0.2446207046
5041	AKAP9	827.5698189671	629.2904921965	1025.8491457377	1.6301678771	0.705020543	0.0270154498	0.2446422261
8465	C2CD2L	443.2043151075	342.1924876681	544.216142547	1.5903801578	0.6693716625	0.0270341964	0.2447363364
15653	FAM20A	472.2477425555	607.413699606	337.0817855051	0.5549459713	-0.8495807752	0.0270557604	0.244855885
56739	UPF3B	137.4022174175	102.9014162439	171.9030185912	1.6705602786	0.7403320402	0.0270652327	0.2448659642
18939	HSPA1L	67.2010788561	47.1110601934	87.2910975188	1.8528790726	0.8897687275	0.0271149499	0.2452400304
7249	ATG13	2055.0046844933	2504.4753224638	1605.5340465229	0.6410660277	-0.6414551375	0.0271282089	0.2452842221
16323	FMOD	4776.2617911288	3706.5043421676	5846.0192400901	1.5772325351	0.6573953758	0.0271724193	0.245546962
57966	ZFC3H1	408.0365535748	311.6791985912	504.3939085584	1.6183111059	0.6944889797	0.0271740314	0.245546962
22722	LRPPRC	1798.2542764595	1384.056765585	2212.4517873339	1.5985267674	0.6767429023	0.027183617	0.2455578355
27598	NUTM2B-AS1	181.0403041539	136.3148939574	225.7657143504	1.6562072404	0.7278832079	0.0272034625	0.245661354
51650	SFN	23.1760108448	42.3641326684	3.9878890213	0.0941336166	-3.409146166	0.0272195343	0.2456734395
19947	IRAK3	19.0380589859	7.2690252398	30.8070927321	4.2381325853	2.0834287215	0.0272215731	0.2456734395
20698	KLHL35	46.3662812293	32.1765679426	60.555994516	1.881990479	0.9122593295	0.0272483599	0.245839453
30458	PRKCSH	2599.0161930917	3157.1991266787	2040.8332595047	0.6464062537	-0.6294869394	0.0273274689	0.2464772787
56677	UHRF1	14.5749055466	23.5345615921	5.6152495012	0.2385958829	-2.0673589463	0.0273412473	0.2465256505
21457	LILRB2	27.5715921259	0.2872809072	54.8559033447	190.9486567804	7.5770409612	0.0273569164	0.2465349805
55086	TMEM33	453.9028495506	354.8251914972	552.980507604	1.5584589845	0.6401201866	0.0273591132	0.2465349805
29590	PIK3R6	18.7154282398	9.4309983584	27.9998581212	2.9689177176	1.5699371102	0.0273991649	0.2468199679
237	AC002310.12	37.500497996	24.3748267928	50.6261691991	2.076985803	1.0544913548	0.027428531	0.2469381997
49732	RPAIN	544.773262557	674.9652319342	414.5812931799	0.6142261461	-0.7031581692	0.0274403184	0.2469381997
29073	PCED1A	572.4394932354	725.7952994882	419.0836869827	0.577413063	-0.7923243484	0.027445323	0.2469381997
14633	EDA	21.1979871443	11.9971258017	30.398848487	2.5338442715	1.3413278601	0.0274460071	0.2469381997
49596	RP5-943J3.2	12.4194045916	19.5602768398	5.2785323434	0.2698597973	-1.8897180293	0.0274689784	0.2470390265
21600	LINC00342	26.4619686748	16.1125279696	36.8114093799	2.284645181	1.1919701236	0.0274740791	0.2470390265
31402	RBM20	8.8148988476	3.0337051929	14.5960925023	4.8113088036	2.2664293987	0.0274984985	0.2470677511
42972	RP11-467L19.16	2.6592147899	0	5.3184295797	Inf	Inf	0.027501354	0.2470677511
11441	CTC-1337H24.4	5.949777275	0.8979776869	11.0015768631	12.2515035998	3.6148869137	0.0275029761	0.2470677511
14439	DUSP10	221.5091493233	173.8118943427	269.2064043039	1.5488376404	0.631185919	0.0275110088	0.2470677511
17878	GYG2	268.0089179189	188.0095919069	348.0082439309	1.8510132403	0.8883152149	0.0275334846	0.2471938192
57390	WFIKKN2	102.8788677341	64.4247409526	141.3329945155	2.1937689221	1.1334115693	0.0276608802	0.2482377237
35954	RP1-79C4.4	14.1703772059	3.3274530073	25.0133014045	7.5172515885	2.910205289	0.0276781464	0.2482377237
22678	LPL	2.6499021324	0	5.2998042647	Inf	Inf	0.027678752	0.2482377237
18884	HSD17B3	4.6711583038	8.461128725	0.8811878825	0.1041454292	-3.2633285722	0.027683654	0.2482377237
15148	EPHX1	950.0958529514	1145.5177300201	754.6739758826	0.6588060194	-0.6020743581	0.0277191786	0.2484352744
29190	PDE8B	33.5458861042	46.8591582834	20.2326139249	0.4317750183	-1.2116483208	0.0277356853	0.2484352744
25641	MRM1	60.16015097	39.6602261749	80.6600757652	2.0337775032	1.0241618559	0.0277427069	0.2484352744
45983	RP11-6F2.5	2.8293953842	5.6587907685	0	0	-Inf	0.0277449012	0.2484352744
17851	GUSBP1	57.8301864751	37.8565582478	77.8038147023	2.0552268432	1.0392976384	0.0277480873	0.2484352744
53361	SPDEF	3.8296166139	7.2001777547	0.4590554731	0.0637561306	-3.9712921164	0.0277638359	0.2485003281
13709	DDN	3.8279053911	7.1967553091	0.4590554731	0.0637864501	-3.9706062001	0.0277913344	0.2486704766
49466	RP5-858L17.1	24.2644499577	33.649772307	14.8791276085	0.442176175	-1.1773068018	0.0278248015	0.2488939117
57702	YPEL4	16.8661428969	25.7449386271	7.9873471667	0.3102492215	-1.6885005046	0.0278344014	0.2489037819
9059	CCDC138	57.7274708428	37.5160301474	77.9389115383	2.0774829115	1.05483661	0.0278589325	0.2490352964
58277	ZNF408	186.1065150828	232.5844231279	139.6286070376	0.6003351607	-0.736159928	0.0278661103	0.2490352964
9526	CDK16	839.3757930568	1016.8740498902	661.8775362234	0.6508943131	-0.6195047855	0.0279548916	0.2497525312
54012	SVILP1	4.6500624247	8.3820139032	0.9181109462	0.1095334554	-3.1905565073	0.0279657769	0.2497736077
25552	MORC3	262.9712917503	204.2835127004	321.6590708003	1.5745718612	0.6549596015	0.0279830421	0.2498516359
30975	PVRL1	113.9425142208	85.5420891507	142.342939291	1.6640105556	0.7346645852	0.0280158961	0.2500585194
49219	RP5-1063M23.2	2.8162725779	5.6325451559	0	0	-Inf	0.0280232845	0.2500585194
57251	WASF3	747.0353107795	892.6754024672	601.3952190918	0.6736997765	-0.5698222743	0.0280564035	0.2502778142
56728	UNK	446.5798923674	549.375118544	343.7846661908	0.6257740014	-0.6762863738	0.0280840579	0.2504482426
58326	ZNF48	239.4601453332	298.5871757102	180.3331149563	0.6039546559	-0.7274878569	0.0281269846	0.2507547216
25624	MREG	374.6840534973	223.6347557927	525.7333512019	2.3508570899	1.2331868393	0.0281454049	0.2508426034
9285	CCR2	11.6522259763	0.3135265198	22.9909254327	73.3300820919	6.1963332493	0.02819102	0.2511486787
7752	BIK	15.9900743565	24.5044312255	7.4757174876	0.305076148	-1.7127587058	0.0281968938	0.2511486787
26686	NCAPG2	332.2991201079	248.8277805874	415.7704596285	1.6709165618	0.7406396934	0.0282142817	0.2511815989
22960	LYZ	209.5205582811	12.4285685861	406.6125479762	32.7159596184	5.0319226831	0.0282224977	0.2511815989
17200	GMFG	17.6337210422	5.7013926409	29.5660494434	5.1857592181	2.3745552214	0.0282263125	0.2511815989
14112	DNAH10OS	121.4289039784	153.034696261	89.8231116957	0.5869460579	-0.7687001734	0.0282648777	0.2514484035
51940	SLC16A12	816.4011051394	498.5104789867	1134.2917312922	2.2753618612	1.1860960019	0.0283094015	0.2517680378
13698	DDB2	1292.4641327412	1035.9094520796	1549.0188134029	1.4953225982	0.5804567624	0.0283398494	0.2518307459
17678	GS1-358P8.4	587.1713105989	710.6449574514	463.6976637464	0.6525025737	-0.6159445026	0.0283431097	0.2518307459
27186	NOMO2	147.3874061121	182.9887934026	111.7860188215	0.6108899717	-0.7110155374	0.0283544178	0.2518307459
30186	PPP1R10	540.2686436252	416.7539892427	663.7832980078	1.5927461168	0.67151632	0.028355327	0.2518307459
55249	TNFRSF19	3.6839612345	0	7.367922469	Inf	Inf	0.0283594344	0.2518307459
6887	ARFIP1	430.7024600733	330.5901729827	530.8147471639	1.6056579734	0.6831646122	0.0284045768	0.2520123046
16435	FOXRED1	374.5647085597	459.0927163468	290.0367007727	0.6317606236	-0.6625500753	0.0284053517	0.2520123046
44475	RP11-563H6.1	3.790248195	7.121440917	0.4590554731	0.0644610379	-3.9554287713	0.028405688	0.2520123046
29771	PLEKHD1	8.4358380073	14.122963955	2.7487120596	0.1946271384	-2.3612152047	0.0284253201	0.2521101282
